epoch,_dice_coefficient,_iou_metric,binary_accuracy,learning_rate,loss,val__dice_coefficient,val__iou_metric,val_binary_accuracy,val_loss
0,0.2234133630990982,0.14069689810276031,0.9737785458564758,0.0010000000474974513,0.43935921788215637,0.0051021515391767025,0.002558363601565361,0.9899009466171265,0.5270935297012329
1,0.3973272144794464,0.27681848406791687,0.9873018264770508,0.0010000000474974513,0.32812321186065674,0.016608959063887596,0.008592823520302773,0.9821785092353821,0.531887412071228
2,0.4552755057811737,0.32793110609054565,0.9891859292984009,0.0010000000474974513,0.2980692386627197,0.4014369249343872,0.27574774622917175,0.9848955273628235,0.3435586392879486
3,0.502021849155426,0.36759093403816223,0.9904628396034241,0.0010000000474974513,0.2721828520298004,0.5064508318901062,0.3859140872955322,0.9896068572998047,0.2674810290336609
4,0.5221666097640991,0.38919928669929504,0.9909268617630005,0.0010000000474974513,0.26112785935401917,0.4975603222846985,0.3626401126384735,0.9844646453857422,0.2863614857196808
5,0.5741384029388428,0.4419974088668823,0.9921568036079407,0.0010000000474974513,0.23303218185901642,0.52683424949646,0.3941178023815155,0.9906310439109802,0.25795045495033264
6,0.5723609328269958,0.4357030987739563,0.992100715637207,0.0010000000474974513,0.2348107397556305,0.37170538306236267,0.2492830455303192,0.9771419167518616,0.368978351354599
